id,Venda_Departamento
4_74_2013-06-21,20541.85504421362
4_74_2013-06-28,20251.329588448854
4_74_2013-07-05,20920.94540306965
4_74_2013-07-12,20727.863247551682
4_74_2013-07-19,20268.328639767387
4_74_2013-07-26,21258.102395696344
4_79_2012-11-02,51739.02170742519
4_79_2012-11-09,55288.41544988096
4_79_2012-11-16,52961.56802557581
4_79_2012-11-23,40047.863959649876
4_79_2012-11-30,39253.62972974407
4_79_2012-12-07,38974.77378825597
4_79_2012-12-14,39506.473848930385
4_79_2012-12-21,39512.54443364558
4_79_2012-12-28,38218.622873093445
4_79_2013-01-04,39331.85316735931
4_79_2013-01-11,39312.56508735931
4_79_2013-01-18,39282.36240069263
4_79_2013-01-25,39415.291693419924
4_79_2013-02-01,39568.3233892431
4_79_2013-02-08,38364.75433663442
4_79_2013-02-15,39797.45621590977
4_79_2013-02-22,39880.705972312055
4_79_2013-03-01,39972.80197604972
4_79_2013-03-08,39409.79648161276
4_79_2013-03-15,39024.76737517327
4_79_2013-03-22,39244.98526446026
4_79_2013-03-29,39089.89458804077
4_79_2013-04-05,39077.14245523046
4_79_2013-04-12,39183.812243594264
4_79_2013-04-19,39095.87430878673
4_79_2013-04-26,39056.289306405786
4_79_2013-05-03,54867.87573145129
4_79_2013-05-10,54803.46720560863
4_79_2013-05-17,55052.88762420885
4_79_2013-05-24,54409.07368933366
4_79_2013-05-31,53034.33871745464
4_79_2013-06-07,56543.28013606918
4_79_2013-06-14,54543.460906250206
4_79_2013-06-21,54288.30534368464
4_79_2013-06-28,54083.4647202097
4_79_2013-07-05,56131.87815120807
4_79_2013-07-12,53248.15645021124
4_79_2013-07-19,52328.41515580009
4_79_2013-07-26,52536.500168871324
4_80_2012-11-02,20918.63867008411
4_80_2012-11-09,20882.8172639163
4_80_2012-11-16,20831.306515334363
4_80_2012-11-23,22345.87859321377
4_80_2012-11-30,21692.79361710317
4_80_2012-12-07,22626.708402826353
4_80_2012-12-14,22472.497396421913
4_80_2012-12-21,23007.662627107828
4_80_2012-12-28,21217.53890177451
4_80_2013-01-04,22166.94653712991
4_80_2013-01-11,21246.44687831578
4_80_2013-01-18,21599.32969596931
4_80_2013-01-25,21520.54626552091
4_80_2013-02-01,22155.581763657472
4_80_2013-02-08,21762.096542773772
4_80_2013-02-15,22300.080220475647
4_80_2013-02-22,21607.62018844933
4_80_2013-03-01,21605.156150245562
4_80_2013-03-08,21783.76973928892
4_80_2013-03-15,21455.07992563086
4_80_2013-03-22,22065.496388418218
4_80_2013-03-29,20953.431247615878
4_80_2013-04-05,21762.41799246982
4_80_2013-04-12,21184.782831167056
4_80_2013-04-19,21475.130045804024
4_80_2013-04-26,21448.45119168029
4_80_2013-05-03,19235.718418468827
4_80_2013-05-10,19217.672170092555
4_80_2013-05-17,18887.11989971932
4_80_2013-05-24,18339.230122991597
4_80_2013-05-31,18597.81100093551
4_80_2013-06-07,18528.843319131563
4_80_2013-06-14,18577.050336353786
4_80_2013-06-21,18504.966304521997
4_80_2013-06-28,18788.790561934948
4_80_2013-07-05,18644.035471605108
4_80_2013-07-12,18682.77644930156
4_80_2013-07-19,18560.87738157493
4_80_2013-07-26,18202.18780633703
4_81_2012-11-02,31926.48513733847
4_81_2012-11-09,32733.1779928566
4_81_2012-11-16,33056.57184484122
4_81_2012-11-23,33294.3804790243
4_81_2012-11-30,33279.76614941142
4_81_2012-12-07,33702.941306090106
4_81_2012-12-14,30441.759461980826
4_81_2012-12-21,29999.304439253607
4_81_2012-12-28,26820.119714699653
4_81_2013-01-04,32490.55430290033
4_81_2013-01-11,32042.767881172924
4_81_2013-01-18,32202.772472399225
4_81_2013-01-25,32985.808845715226
4_81_2013-02-01,33423.76560033721
4_81_2013-02-08,33110.34707425571
4_81_2013-02-15,33073.63427175858
4_81_2013-02-22,33073.4095257492
4_81_2013-03-01,32697.970420558522
4_81_2013-03-08,33079.297298164965
4_81_2013-03-15,33278.04915293708
4_81_2013-03-22,33231.61225861009
4_81_2013-03-29,32097.20804259332
4_81_2013-04-05,33261.17977345285
4_81_2013-04-12,33358.529114371835
4_81_2013-04-19,32126.036302065197
4_81_2013-04-26,32131.691079401397
4_81_2013-05-03,32931.59355559158
4_81_2013-05-10,32907.428847890085
4_81_2013-05-17,32926.42738691691
4_81_2013-05-24,32671.485452090976
4_81_2013-05-31,31275.977680594366
4_81_2013-06-07,32945.203120250255
4_81_2013-06-14,33128.68110586831
4_81_2013-06-21,32558.72695125099
4_81_2013-06-28,32570.029230065174
4_81_2013-07-05,32725.73249307175
4_81_2013-07-12,32807.76728101966
4_81_2013-07-19,31520.720725525574
4_81_2013-07-26,31153.80137876128
4_82_2012-11-02,30998.18654103306
4_82_2012-11-09,31873.312491301363
4_82_2012-11-16,32035.876373232586
4_82_2012-11-23,40141.0466984666
4_82_2012-11-30,39613.6664159113
4_82_2012-12-07,74087.53171666674
4_82_2012-12-14,47353.19247296334
4_82_2012-12-21,56046.17928842828
4_82_2012-12-28,43880.09568006443
4_82_2013-01-04,30914.41493162544
4_82_2013-01-11,29991.835186448596
4_82_2013-01-18,29961.66065347324
4_82_2013-01-25,30531.92569240994
4_82_2013-02-01,33067.24008117956
4_82_2013-02-08,32232.884041976464
4_82_2013-02-15,32334.6043085906
4_82_2013-02-22,32146.75873431103
4_82_2013-03-01,32011.41880666912
4_82_2013-03-08,32523.898033386242
4_82_2013-03-15,31166.52983987272
4_82_2013-03-22,32201.060647271544
4_82_2013-03-29,31676.255098295544
4_82_2013-04-05,32311.56092732747
4_82_2013-04-12,32567.0512893298
4_82_2013-04-19,31005.668432974024
4_82_2013-04-26,31278.79558458121
4_82_2013-05-03,29012.88179593266
4_82_2013-05-10,29083.549408093873
4_82_2013-05-17,29041.489317558535
4_82_2013-05-24,31038.007301290207
4_82_2013-05-31,29113.596136173393
4_82_2013-06-07,29383.431244532272
4_82_2013-06-14,31831.630572375925
4_82_2013-06-21,28828.206761115365
4_82_2013-06-28,29536.340590370306
4_82_2013-07-05,32680.60646126057
4_82_2013-07-12,29861.55329212611
4_82_2013-07-19,28890.064062395788
4_82_2013-07-26,28145.804309186045
4_83_2012-11-02,9731.752930841138
4_83_2012-11-09,9965.31729983028
4_83_2012-11-16,10097.781917012819
4_83_2012-11-23,9779.658218180954
4_83_2012-11-30,9942.764407344524
4_83_2012-12-07,10215.867990583873
4_83_2012-12-14,9854.627944702695
4_83_2012-12-21,9751.78593343199
4_83_2012-12-28,9746.61062361056
4_83_2013-01-04,10264.293999712892
4_83_2013-01-11,10336.336243094163
4_83_2013-01-18,10555.353500491456
4_83_2013-01-25,11440.970762420631
4_83_2013-02-01,11388.719841626986
4_83_2013-02-08,11533.207320021647
4_83_2013-02-15,11154.860670414864
4_83_2013-02-22,11422.97940396465
4_83_2013-03-01,11508.928542263599
4_83_2013-03-08,11823.754215476189
4_83_2013-03-15,11690.347508908731
4_83_2013-03-22,11600.359212176701
4_83_2013-03-29,10778.679873811048
4_83_2013-04-05,10865.64043069582
4_83_2013-04-12,11647.627131136358
4_83_2013-04-19,10238.90271176754
4_83_2013-04-26,10224.017370100872
4_83_2013-05-03,9304.931131347816
4_83_2013-05-10,9106.893239819354
4_83_2013-05-17,9265.004142170328
4_83_2013-05-24,9111.246749273503
4_83_2013-05-31,9318.835767467268
4_83_2013-06-07,9058.114801168556
4_83_2013-06-14,9143.444916665274
4_83_2013-06-21,9031.701216514883
4_83_2013-06-28,9348.353839768852
4_83_2013-07-05,8965.375061422525
4_83_2013-07-12,9282.051425657735
4_83_2013-07-19,9195.337475054564
4_83_2013-07-26,9335.464999151793
4_85_2012-11-02,2280.625504517717
4_85_2012-11-09,2150.1012888525306
4_85_2012-11-16,2316.279794615431
4_85_2012-11-23,2331.5407286035247
4_85_2012-11-30,2372.2455500444494
4_85_2012-12-07,4334.109337788599
4_85_2012-12-14,4493.164159903872
4_85_2012-12-21,4423.8267617436995
4_85_2012-12-28,4117.123666666667
4_85_2013-01-04,2272.3775711384174
4_85_2013-01-11,2328.446954432837
4_85_2013-01-18,2264.759861220834
4_85_2013-01-25,2335.423412285911
4_85_2013-02-01,2301.5537399745435
4_85_2013-02-08,2274.3288067843237
4_85_2013-02-15,2314.309085245382
4_85_2013-02-22,2368.453018405312
4_85_2013-03-01,2314.271855166944
4_85_2013-03-08,2346.092928866246
4_85_2013-03-15,2334.2224825944945
4_85_2013-03-22,2276.816256400751
4_85_2013-03-29,2242.5451632531967
4_85_2013-04-05,2398.666006262918
4_85_2013-04-12,2348.888407797365
4_85_2013-04-19,2389.594801010596
4_85_2013-04-26,2376.5414752707343
4_85_2013-05-03,2686.9566857938944
4_85_2013-05-10,2693.605146857642
4_85_2013-05-17,2839.669047394331
4_85_2013-05-24,2753.187249129882
4_85_2013-05-31,2682.3574700084587
4_85_2013-06-07,2635.6892521377267
4_85_2013-06-14,2660.9529038049477
4_85_2013-06-21,2676.5372058128705
4_85_2013-06-28,2686.702227533859
4_85_2013-07-05,2706.104776060599
4_85_2013-07-12,2760.082874080569
4_85_2013-07-19,2731.953503124115
4_85_2013-07-26,2656.9303222539033
4_87_2012-11-02,15988.88883854524
4_87_2012-11-09,17766.72482811378
4_87_2012-11-16,16756.981649266694
4_87_2012-11-23,16482.194263217858
4_87_2012-11-30,16881.656168430105
4_87_2012-12-07,17024.548530168802
4_87_2012-12-14,16366.327959571176
4_87_2012-12-21,16338.641837676973
4_87_2012-12-28,16168.9918324763
4_87_2013-01-04,15044.598819304016
4_87_2013-01-11,15073.634142736635
4_87_2013-01-18,14701.053253429025
4_87_2013-01-25,15232.733376143573
4_87_2013-02-01,16645.25371220622
4_87_2013-02-08,18890.19018940725
4_87_2013-02-15,17295.347873808405
4_87_2013-02-22,16622.77480317959
4_87_2013-03-01,16686.863484942925
4_87_2013-03-08,18183.287869393247
4_87_2013-03-15,15605.902072847075
4_87_2013-03-22,16059.057265750374
4_87_2013-03-29,16877.34711153373
4_87_2013-04-05,16085.442969605492
4_87_2013-04-12,17235.055072368392
4_87_2013-04-19,15612.538322742554
4_87_2013-04-26,15791.321200266304
4_87_2013-05-03,13963.175393458616
4_87_2013-05-10,13758.809752543828
4_87_2013-05-17,13477.355806236397
4_87_2013-05-24,14460.695457418838
4_87_2013-05-31,13940.30110130189
4_87_2013-06-07,14661.543419918837
4_87_2013-06-14,14267.49248092491
4_87_2013-06-21,14294.687252478367
4_87_2013-06-28,13990.48131427171
4_87_2013-07-05,14223.427102391075
4_87_2013-07-12,14123.821475724408
4_87_2013-07-19,13403.670405085872
4_87_2013-07-26,13867.156444932853
4_90_2012-11-02,96163.90882949768
4_90_2012-11-09,97666.04624717099
4_90_2012-11-16,98043.01412680493
4_90_2012-11-23,105067.11313019527
4_90_2012-11-30,97106.38459220229
4_90_2012-12-07,96719.87994897297
4_90_2012-12-14,96365.3268389612
4_90_2012-12-21,92845.62577195931
4_90_2012-12-28,88769.60753605553
4_90_2013-01-04,94505.31496794456
4_90_2013-01-11,93691.5440651691
4_90_2013-01-18,93802.64951313805
4_90_2013-01-25,92810.2718535877
4_90_2013-02-01,92905.80869398618
4_90_2013-02-08,94710.4002956786
4_90_2013-02-15,93216.4348797087
4_90_2013-02-22,93969.0397288959
4_90_2013-03-01,93063.45794993736
4_90_2013-03-08,95040.30502515272
4_90_2013-03-15,92981.83317684272
4_90_2013-03-22,92044.71611760402
4_90_2013-03-29,94496.4557172006
4_90_2013-04-05,92056.70101437879
4_90_2013-04-12,94700.64743811983
4_90_2013-04-19,92303.45680878159
4_90_2013-04-26,92776.07854625017
4_90_2013-05-03,86745.47714490005
4_90_2013-05-10,86575.33083169934
4_90_2013-05-17,86651.30220230654
4_90_2013-05-24,86830.16534717695
4_90_2013-05-31,86158.34943731457
4_90_2013-06-07,87015.35763757322
4_90_2013-06-14,87275.90149706042
4_90_2013-06-21,86887.6796066044
4_90_2013-06-28,86607.72639439662
4_90_2013-07-05,87260.46274192493
4_90_2013-07-12,86191.55565186309
4_90_2013-07-19,86146.2806342908
4_90_2013-07-26,85920.46761790138
4_91_2012-11-02,66437.94848316576
4_91_2012-11-09,68869.44957876467
4_91_2012-11-16,68441.54410383163
4_91_2012-11-23,67227.21702685673
4_91_2012-11-30,67357.99576923072
4_91_2012-12-07,66601.91815157422
4_91_2012-12-14,67362.23507079414
4_91_2012-12-21,66875.29796380003
4_91_2012-12-28,58825.455452846385
4_91_2013-01-04,67919.35887039211
4_91_2013-01-11,68158.22990753333
4_91_2013-01-18,70055.33592755209
4_91_2013-01-25,69007.90258085626
4_91_2013-02-01,68993.67822385838
4_91_2013-02-08,70715.85160683068
4_91_2013-02-15,68962.04260817124
4_91_2013-02-22,69050.95983284737
4_91_2013-03-01,67789.89979690412
4_91_2013-03-08,68306.66912983044
4_91_2013-03-15,67418.67847997205
4_91_2013-03-22,67064.6667621801
4_91_2013-03-29,67589.03119019272
4_91_2013-04-05,66515.3051878286
4_91_2013-04-12,67429.68407119847
4_91_2013-04-19,66530.95377476388
4_91_2013-04-26,66350.36818382259
4_91_2013-05-03,66624.58742912575
4_91_2013-05-10,65913.95369930423
4_91_2013-05-17,65880.15246825342
4_91_2013-05-24,65525.607155226615
4_91_2013-05-31,65540.81179427706
4_91_2013-06-07,66203.4485755806
4_91_2013-06-14,66146.54073248064
4_91_2013-06-21,66131.03645427023
4_91_2013-06-28,65287.955814187735
4_91_2013-07-05,65586.24215025878
4_91_2013-07-12,65239.84270116687
4_91_2013-07-19,64700.29926815108
4_91_2013-07-26,65490.77755407371
4_92_2012-11-02,179148.16452448707
4_92_2012-11-09,181376.3051908486
4_92_2012-11-16,182991.44697629285
4_92_2012-11-23,203685.52533664496
4_92_2012-11-30,201770.18536563587
4_92_2012-12-07,175194.0574991104
4_92_2012-12-14,173025.64617039153
4_92_2012-12-21,173825.86794462026
4_92_2012-12-28,164296.7002182054
4_92_2013-01-04,177315.30667735686
4_92_2013-01-11,172626.85583235443
4_92_2013-01-18,172451.81727822073
4_92_2013-01-25,170699.28622072027
4_92_2013-02-01,175024.01841819697
4_92_2013-02-08,179212.27074915514
4_92_2013-02-15,175808.43257284435
4_92_2013-02-22,174342.9898722854
4_92_2013-03-01,170539.52131814367
4_92_2013-03-08,175437.26341460616
4_92_2013-03-15,170135.40288340242
4_92_2013-03-22,169513.0544914344
4_92_2013-03-29,172342.25163382624
4_92_2013-04-05,172220.85157688815
4_92_2013-04-12,174634.1423353679
4_92_2013-04-19,164278.80370570233
4_92_2013-04-26,165993.56165276113
4_92_2013-05-03,161653.91098613248
4_92_2013-05-10,162507.825183481
4_92_2013-05-17,159319.96960756407
4_92_2013-05-24,161962.2459845238
4_92_2013-05-31,161678.71269138897
4_92_2013-06-07,161050.1704754537
4_92_2013-06-14,164174.21635535714
4_92_2013-06-21,159102.63838690476
4_92_2013-06-28,155654.23806283547
4_92_2013-07-05,164000.60960940475
4_92_2013-07-12,159132.47096857143
4_92_2013-07-19,154016.9246589286
4_92_2013-07-26,154343.5966794048
4_93_2012-11-02,76828.08369484251
4_93_2012-11-09,75559.84362499992
4_93_2012-11-16,79694.62031531743
4_93_2012-11-23,83039.85971309525
4_93_2012-11-30,82041.908
4_93_2012-12-07,74469.46358666666
4_93_2012-12-14,77778.99484040665
4_93_2012-12-21,73489.8272947619
4_93_2012-12-28,63372.14390000002
4_93_2013-01-04,75169.40653809524
4_93_2013-01-11,73079.28410952381
4_93_2013-01-18,75095.19353095238
4_93_2013-01-25,73579.24995666668
4_93_2013-02-01,74369.27898333332
4_93_2013-02-08,72859.46116190469
4_93_2013-02-15,72541.31098333327
4_93_2013-02-22,75605.40216025207
4_93_2013-03-01,73422.1761923942
4_93_2013-03-08,72914.34921746024
4_93_2013-03-15,74554.1655656611
4_93_2013-03-22,73644.78061055549
4_93_2013-03-29,74970.81091245422
4_93_2013-04-05,75062.83051079356
4_93_2013-04-12,76511.00946980764
4_93_2013-04-19,72038.21645234252
4_93_2013-04-26,71337.59579710451
4_93_2013-05-03,76149.48759499997
4_93_2013-05-10,76798.14349142855
4_93_2013-05-17,75471.35551607146
4_93_2013-05-24,74277.5710475
4_93_2013-05-31,73468.3325114286
4_93_2013-06-07,77251.19219357142
4_93_2013-06-14,77870.37431892855
4_93_2013-06-21,74633.07519210082
4_93_2013-06-28,71178.15736500006
4_93_2013-07-05,75161.6463535714
4_93_2013-07-12,78896.7669660714
4_93_2013-07-19,72702.87527454544
4_93_2013-07-26,67089.54467954549
4_94_2012-11-02,71186.28287666007
4_94_2012-11-09,71138.41239285709
4_94_2012-11-16,71317.87654625603
4_94_2012-11-23,73691.25439999999
4_94_2012-11-30,72747.46659625602
4_94_2012-12-07,68777.97541250003
4_94_2012-12-14,70189.89178503807
4_94_2012-12-21,68048.82484982748
4_94_2012-12-28,59106.124018478244
4_94_2013-01-04,70960.52341014489
4_94_2013-01-11,72276.9390385284
4_94_2013-01-18,73184.45535300208
4_94_2013-01-25,73611.39924567127
4_94_2013-02-01,71276.43718333327
4_94_2013-02-08,71696.49328285709
4_94_2013-02-15,77332.37955833325
4_94_2013-02-22,81140.40409619041
4_94_2013-03-01,73848.95858069831
4_94_2013-03-08,73046.87673999996
4_94_2013-03-15,76364.6940117763
4_94_2013-03-22,75918.09590124997
4_94_2013-03-29,74073.88197192122
4_94_2013-04-05,79490.28246791662
4_94_2013-04-12,76250.96317552631
4_94_2013-04-19,73623.30381094902
4_94_2013-04-26,72896.33440928234
4_94_2013-05-03,73740.45449999999
4_94_2013-05-10,73514.78691000002
4_94_2013-05-17,75240.33013573394
4_94_2013-05-24,75620.55324000005
4_94_2013-05-31,73418.31466703299
4_94_2013-06-07,74545.59063
4_94_2013-06-14,75380.16496333333
4_94_2013-06-21,74385.76378000004
4_94_2013-06-28,73892.7734685715
4_94_2013-07-05,72412.16669000001
4_94_2013-07-12,74228.00350000005
4_94_2013-07-19,72882.46252490059
4_94_2013-07-26,70581.75525240059
4_95_2012-11-02,146936.1114416667
4_95_2012-11-09,149980.96490000005
4_95_2012-11-16,145737.81389999998
4_95_2012-11-23,146870.59179166667
4_95_2012-11-30,143667.76199999993
4_95_2012-12-07,139879.6244999999
4_95_2012-12-14,146585.8496
4_95_2012-12-21,145485.05874166667
4_95_2012-12-28,144097.30209999994
4_95_2013-01-04,142451.5716999999
4_95_2013-01-11,142692.57179999995
4_95_2013-01-18,142871.2128416666
4_95_2013-01-25,143920.74104166668
4_95_2013-02-01,144402.74204166667
4_95_2013-02-08,146861.76330000002
4_95_2013-02-15,147987.16367500008
4_95_2013-02-22,147650.72787499998
4_95_2013-03-01,147500.7859750002
4_95_2013-03-08,147412.92340000003
4_95_2013-03-15,148380.35554166682
4_95_2013-03-22,150237.1124000001
4_95_2013-03-29,148438.59960000005
4_95_2013-04-05,147824.80390000006
4_95_2013-04-12,148591.7931
4_95_2013-04-19,147995.7665916667
4_95_2013-04-26,148060.53169166675
4_95_2013-05-03,145328.54400000005
4_95_2013-05-10,142939.95430000004
4_95_2013-05-17,158387.56129999988
4_95_2013-05-24,163273.70529999997
4_95_2013-05-31,164947.24569999997
4_95_2013-06-07,163860.618
4_95_2013-06-14,165499.25129999997
4_95_2013-06-21,164667.5673
4_95_2013-06-28,165053.0842000001
4_95_2013-07-05,161847.1678999999
4_95_2013-07-12,163707.82039999997
4_95_2013-07-19,161072.0638999999
4_95_2013-07-26,162924.04379999996
4_96_2012-11-02,41054.25259999996
4_96_2012-11-09,42226.19679999996
4_96_2012-11-16,43804.3982
4_96_2012-11-23,47178.53079999999
4_96_2012-11-30,48125.52920000001
4_96_2012-12-07,42650.387299999995
4_96_2012-12-14,44036.68630000001
4_96_2012-12-21,43609.642899999984
4_96_2012-12-28,43845.83580000001
4_96_2013-01-04,42133.10049999997
4_96_2013-01-11,41368.08749999998
4_96_2013-01-18,42048.397299999975
4_96_2013-01-25,42484.58329999996
4_96_2013-02-01,44133.126500000006
4_96_2013-02-08,43954.14750000001
4_96_2013-02-15,43054.62479999998
4_96_2013-02-22,41260.839599999956
4_96_2013-03-01,41774.580899999964
4_96_2013-03-08,44006.09490000002
4_96_2013-03-15,41955.47829999997
4_96_2013-03-22,43541.33989999999
4_96_2013-03-29,43300.32170000001
4_96_2013-04-05,42546.120999999985
4_96_2013-04-12,43524.2623
4_96_2013-04-19,43720.543600000005
4_96_2013-04-26,43556.73649999999
4_96_2013-05-03,44396.331500000015
4_96_2013-05-10,41871.482399999986
4_96_2013-05-17,42530.31289999999
4_96_2013-05-24,44213.3315
4_96_2013-05-31,45499.82980000001
4_96_2013-06-07,45838.31240000001
4_96_2013-06-14,45271.63310000001
4_96_2013-06-21,45601.58850000003
4_96_2013-06-28,44329.3822
4_96_2013-07-05,44541.47620000002
4_96_2013-07-12,43291.55840000001
4_96_2013-07-19,43816.22490000002
4_96_2013-07-26,43374.48740000001
4_97_2012-11-02,40658.2105
4_97_2012-11-09,41573.96979999999
4_97_2012-11-16,43232.118600000016
4_97_2012-11-23,42984.12499999998
4_97_2012-11-30,43735.64109999998
4_97_2012-12-07,42337.66699999999
4_97_2012-12-14,43059.551500000016
4_97_2012-12-21,41683.813
4_97_2012-12-28,42470.649800000014
4_97_2013-01-04,41393.1251
4_97_2013-01-11,39904.267200000024
4_97_2013-01-18,40214.44240000003
4_97_2013-01-25,40729.71610000002
4_97_2013-02-01,43239.7453
4_97_2013-02-08,43770.9564
4_97_2013-02-15,42880.389400000015
4_97_2013-02-22,41243.2591
4_97_2013-03-01,40933.47159999999
4_97_2013-03-08,43457.57459999998
4_97_2013-03-15,42006.45189999998
4_97_2013-03-22,43745.25510000001
4_97_2013-03-29,42898.61960000002
4_97_2013-04-05,42800.88700000002
4_97_2013-04-12,43546.44400000001
4_97_2013-04-19,42658.99220000004
4_97_2013-04-26,42879.345200000025
4_97_2013-05-03,43079.561200000004
4_97_2013-05-10,40908.331999999995
4_97_2013-05-17,40804.49390000001
4_97_2013-05-24,42539.39040000001
4_97_2013-05-31,42755.73790000002
4_97_2013-06-07,42870.224400000014
4_97_2013-06-14,43058.46390000002
4_97_2013-06-21,42794.41970000001
4_97_2013-06-28,40941.59550000001
4_97_2013-07-05,42520.1232
4_97_2013-07-12,40772.2992
4_97_2013-07-19,42137.954000000005
4_97_2013-07-26,40356.3858
4_98_2012-11-02,17187.826925
4_98_2012-11-09,16137.820399999999
4_98_2012-11-16,16308.166200000001
4_98_2012-11-23,23495.520166666684
4_98_2012-11-30,21087.538166666673
4_98_2012-12-07,17840.619174999996
4_98_2012-12-14,19019.757195
4_98_2012-12-21,19257.835324999996
4_98_2012-12-28,14764.22262500001
4_98_2013-01-04,15231.645657506608
4_98_2013-01-11,14329.676427506609
4_98_2013-01-18,14632.27464754629
4_98_2013-01-25,14023.351623669385
4_98_2013-02-01,15243.636288883781
4_98_2013-02-08,15808.194681169107
4_98_2013-02-15,15541.409648984518
4_98_2013-02-22,15144.4909024382
4_98_2013-03-01,14297.35971178057
4_98_2013-03-08,14998.738866264739
4_98_2013-03-15,14538.70720180771
4_98_2013-03-22,14908.306662888144
4_98_2013-03-29,14902.837576524444
4_98_2013-04-05,15710.378368869051
4_98_2013-04-12,14734.726102361108
4_98_2013-04-19,14820.354916427525
4_98_2013-04-26,14789.502845810644
4_98_2013-05-03,14647.1695648413
4_98_2013-05-10,14779.879624841304
4_98_2013-05-17,14315.583319996564
4_98_2013-05-24,14391.004441305939
4_98_2013-05-31,14936.879699999998
4_98_2013-06-07,14973.565984821429
4_98_2013-06-14,14721.993306249997
4_98_2013-06-21,14593.458968472212
4_98_2013-06-28,14029.700399890104
4_98_2013-07-05,15351.887595993592
4_98_2013-07-12,14698.434183333326
4_98_2013-07-19,14635.684655216748
4_98_2013-07-26,14077.559359478115
4_99_2012-11-02,84.97045446053404
4_99_2012-11-09,304.66499407670767
4_99_2012-11-23,5005.6001
4_99_2012-11-30,5667.3001
4_99_2012-12-07,1588.36
4_99_2012-12-14,513.3745955555555
4_99_2012-12-21,261.4048666666667
4_99_2012-12-28,793.5889
4_99_2013-01-04,742.3775
4_99_2013-01-11,671.8477999999999
4_99_2013-02-01,1847.0553
4_99_2013-02-08,1181.3031999999998
4_99_2013-02-15,690.2882000000001
4_99_2013-03-29,255.26376050854563
4_99_2013-04-05,714.4330999999999
4_99_2013-04-12,115.02454931318681
4_99_2013-04-19,163.30207480158728
4_99_2013-04-26,113.28317508466667
4_99_2013-05-03,332.2738425757576
4_99_2013-05-10,164.6630997186147
4_99_2013-05-17,156.3203151515151
4_99_2013-05-24,1194.75
4_99_2013-05-31,372.3598111111111
4_99_2013-06-07,494.0586666666666
4_99_2013-06-14,1971.2
4_99_2013-07-05,1927.8
4_99_2013-07-19,108.42663676303431
4_99_2013-07-26,54.615514778230356
5_1_2012-11-02,10617.898400707354
5_1_2012-11-09,10210.757740119523
5_1_2012-11-16,15148.664445067157
5_1_2012-11-23,10093.614568356632
5_1_2012-11-30,12414.197139525679
5_1_2012-12-07,12046.302142092523
5_1_2012-12-14,12944.634972059628
5_1_2012-12-21,13432.143739060648
5_1_2012-12-28,11507.238649999998
5_1_2013-01-04,9873.518712020365
5_1_2013-01-11,9285.108071414303
5_1_2013-01-18,9719.329087323398
5_1_2013-01-25,9385.256469680933
5_1_2013-02-01,12701.137319891819
5_1_2013-02-08,12081.078155542049
5_1_2013-02-15,11622.218275524845
5_1_2013-02-22,10606.949451308232
5_1_2013-03-01,11132.692206447944
5_1_2013-03-08,13806.570900782775
5_1_2013-03-15,10910.818382461744
5_1_2013-03-22,10983.015363032016
5_1_2013-03-29,11980.74987961691
5_1_2013-04-05,11392.757448719938
5_1_2013-04-12,10072.138789283557
5_1_2013-04-19,10900.302541244826
5_1_2013-04-26,10559.82001086298
5_1_2013-05-03,9453.51386511613
5_1_2013-05-10,9841.022714975636
5_1_2013-05-17,9756.242413865773
5_1_2013-05-24,8667.534395914163
5_1_2013-05-31,8538.991069760314
5_1_2013-06-07,8729.804848295114
5_1_2013-06-14,8547.07908122399
5_1_2013-06-21,8693.261947580826
5_1_2013-06-28,8626.877622878446
5_1_2013-07-05,8669.479967580828
5_1_2013-07-12,8676.168177878448
5_1_2013-07-19,8581.445154993831
5_1_2013-07-26,8397.271092379357
5_2_2012-11-02,12378.94587488935
5_2_2012-11-09,12417.567558683208
5_2_2012-11-16,12302.420990226274
5_2_2012-11-23,12435.394919841021
5_2_2012-11-30,12482.007401337554
5_2_2012-12-07,12614.346444317756
5_2_2012-12-14,11928.726889119129
5_2_2012-12-21,12479.938202615187
5_2_2012-12-28,12293.653322958144
5_2_2013-01-04,12026.607041666666
5_2_2013-01-11,11977.840453207187
5_2_2013-01-18,12283.416149999997
5_2_2013-01-25,12321.807035423873
5_2_2013-02-01,12811.871682083336
5_2_2013-02-08,13062.00012684524
5_2_2013-02-15,12826.860275693463
5_2_2013-02-22,12438.495550118476
5_2_2013-03-01,12443.874713641802
5_2_2013-03-08,12939.335828209702
5_2_2013-03-15,12709.404513464608
5_2_2013-03-22,12568.241417481699
5_2_2013-03-29,12484.557377322699
5_2_2013-04-05,12645.471754439584
5_2_2013-04-12,12653.160746185476
5_2_2013-04-19,12504.325020241868
5_2_2013-04-26,12679.535686767646
5_2_2013-05-03,10744.622410000002
5_2_2013-05-10,10860.681510000002
5_2_2013-05-17,10973.82661
5_2_2013-05-24,10969.68351
5_2_2013-05-31,10978.37271
5_2_2013-06-07,10966.92206
5_2_2013-06-14,10909.79456
5_2_2013-06-21,10907.970895714285
5_2_2013-06-28,10948.156395714286
5_2_2013-07-05,10831.65766
5_2_2013-07-12,10836.553795714286
5_2_2013-07-19,10972.418760000002
5_2_2013-07-26,10915.359595714286
5_3_2012-11-02,4380.114544708182
5_3_2012-11-09,4364.3792305667685
5_3_2012-11-16,3559.46982462488
